,Unnamed: 0,begin,end,filename,shot_id,transcript,daily life,score
20431,20431,01:13:18:09,01:13:22:10,5271844722846213628.xml,1401,You wanna see what I bought for her? ,0.006840310525149107,0.006840310525149107
6026,6026,01:27:53:01,01:27:58:17,5251033029316736209.xml,1710,Peter!  What happened? ,0.006832120008766651,0.006832120008766651
22549,22549,01:19:36:19,01:19:42:02,5274434588125702436.xml,1456,I love it when  a plan comes together. Mm-hmm! ,0.006831443402916193,0.006831443402916193
22017,22017,00:51:38:21,00:51:43:00,5274434588125702436.xml,924,"Don't give me that!  You've been  trying to spoil everything! Why would I do that?  Cos tonight,  I did as a favour to you!",0.006814029533416033,0.006814029533416033
15675,15675,00:12:02:03,00:12:14:12,5266645664934403562.xml,244,"Bradley maybe.  Maybe.  Well, Dot's coming in at 100-1, with the wrath of God and all that. Odds on favourite - definitely Jack. ",0.006806726101785898,0.006806726101785898
16649,16649,01:04:10:21,01:04:20:00,5266645664934403562.xml,1218,"Jacuzzi, obviously.  Obviously. And, erm...how do you feel about  mirrors on the bedroom ceiling? I don't know.  I think I could  probably deal with it.",0.006804869044572115,0.006804869044572115
12318,12318,01:25:34:21,01:25:39:01,5258818087037440299.xml,1687,"What?  Unwanted?  Shut out?  A spare part?  No, she don't make me  feel any of those things.",0.006794483866542578,0.006794483866542578
10907,10907,00:12:02:07,00:12:08:19,5258818087037440299.xml,276,How long do you think it's gonna stay  secret?  You're not exactly winning any prizes in the cloak and dagger.,0.006791059393435717,0.006791059393435717
15232,15232,02:11:57:11,02:12:00:11,5264050645694159353.xml,2383,"You can't tell me that's  Patrick's work. Well, pardon me",0.00678589241579175,0.00678589241579175
9120,9120,00:23:00:11,00:23:05:02,5256228221757951173.xml,409,We have to stop meeting like this.  Thought you were downstairs.  HE LAUGHS,0.006784094963222742,0.006784094963222742
7066,7066,00:26:54:19,00:26:56:13,5253646087419594905.xml,457,but I don't want  the big white dress and bridesmaids.,0.006775913760066032,0.006775913760066032
18612,18612,01:02:38:09,01:02:42:16,5269245838135402929.xml,1076,Doing what?  Testifying against her.,0.006773145403712988,0.006773145403712988
9855,9855,01:06:42:17,01:06:47:10,5256228221757951173.xml,1144,"Troubles of the heart?  No, no.  It's just that...  say you were a woman, right?",0.006770037580281496,0.006770037580281496
17278,17278,01:39:41:02,01:39:47:03,5266645664934403562.xml,1847,"losing his father...  I mean, poor Sean. He was only 15 when  it happened, and do you know,",0.00675779627636075,0.00675779627636075
10904,10904,00:11:56:15,00:11:58:21,5258818087037440299.xml,273,As long as you promise  to mend your evil ways.,0.006746754515916109,0.006746754515916109
839,839,00:46:16:09,00:46:17:08,5245830105934359183.xml,840,Can you pass us the books. ,0.006745574530214071,0.006745574530214071
15434,15434,00:00:01:12,00:00:25:09,5266645664934403562.xml,3,Where were you when Max Branning was run over?,0.006744695827364922,0.006744695827364922
10960,10960,00:14:30:21,00:14:36:05,5258818087037440299.xml,329,"So you don't think  I've got a chance? I don't know. It's just, you could do all that,  and at the end of the day it's just a popularity contest.",0.006730332970619202,0.006730332970619202
21889,21889,00:45:03:11,00:45:06:12,5274434588125702436.xml,796,Oh.  Sorry.  It's just  by the look of you.,0.006718267221003771,0.006718267221003771
17405,17405,01:46:42:23,01:46:48:24,5266645664934403562.xml,1974,"Losing your dad like that.  How much you loved him. I never had a son, Sean.  I wish I had.",0.006714195478707552,0.006714195478707552
16932,16932,01:21:06:01,01:21:11:10,5266645664934403562.xml,1501,"I was just trying to cheer you up  a bit, treat you properly, show you a good time.",0.006712175905704498,0.006712175905704498
21704,21704,00:33:26:23,00:33:32:03,5274434588125702436.xml,611,"Oh, any idea what that one is?  Eh?  Oh, it's er...  this exercise bike thing.",0.006704468280076981,0.006704468280076981
10013,10013,01:15:48:07,01:15:52:02,5256228221757951173.xml,1302,Let's just hope  there is a wedding.,0.006703896448016167,0.006703896448016167
14321,14321,01:18:30:23,01:18:32:18,5264050645694159353.xml,1472,saving all his mates.  Six years old and that was the only  thing he had to remember him by.,0.006695562042295933,0.006695562042295933
20120,20120,00:57:15:08,00:57:16:17,5271844722846213628.xml,1090,Has something happened?  Like what?,0.006683956366032362,0.006683956366032362
5647,5647,01:09:01:10,01:09:03:23,5251033029316736209.xml,1331,One time I could do with a bloke  and no-one stopped.,0.006676940247416496,0.006676940247416496
9791,9791,01:02:23:24,01:02:26:13,5256228221757951173.xml,1080,And you didn't say you were going  to your school reunion.,0.006676277611404657,0.006676277611404657
2213,2213,00:07:35:23,00:07:39:10,5248439298566680341.xml,133,"I think you look lovely  in your school uniform. Ready?  OK, say cheese!",0.006673799827694893,0.006673799827694893
9478,9478,00:44:41:04,00:44:54:11,5256228221757951173.xml,767,"Excuse me?!  I'm as liberal as the next  regarding... but I do not hold with public  canoodling.  Not from no-one. We're sorry, it's just,  you know, young love...",0.00665952917188406,0.00665952917188406
18232,18232,00:38:26:10,00:38:35:17,5269245838135402929.xml,696,"They're not going to let her out.  What if she goes berserk - starts mowing people down? Right, well, I'll see you later.  Could you be any more insensitive?  I'm just saying.",0.006654218304902315,0.006654218304902315
1837,1837,01:40:15:21,01:40:17:02,5245830105934359183.xml,1838,Rooting around in that geezer's  stuff.,0.006645131390541792,0.006645131390541792
21752,21752,00:36:07:22,00:36:11:05,5274434588125702436.xml,659,"I'm in no man's land, ain't I?  What do you lot call it?",0.006635940168052912,0.006635940168052912
21167,21167,00:03:49:03,00:03:51:17,5274434588125702436.xml,74,"I like to think of it not as the  bathroom, more as MY bathroom.",0.006626708433032036,0.006626708433032036
10257,10257,01:30:50:06,01:30:54:16,5256228221757951173.xml,1546,"guest list or not,  you've another think coming.",0.0066151972860097885,0.0066151972860097885
517,517,00:29:43:09,00:29:44:23,5245830105934359183.xml,518,"I'm sorry for trying to be funny,  I don't know if I was funny but I'm sorry and...",0.006611817982047796,0.006611817982047796
17193,17193,01:35:35:03,01:35:39:22,5266645664934403562.xml,1762,"This time one of them gets loose,  runs riot around the ring. ",0.006605231668800116,0.006605231668800116
2651,2651,00:29:53:08,00:29:56:06,5248439298566680341.xml,571,"Blimey...you look a picture.  She's practising.  She's going  out with Callum tonight, ain't ya? Vinnie Monks's lad?  Lucky you.",0.006600102875381708,0.006600102875381708
11668,11668,00:52:35:24,00:52:38:08,5258818087037440299.xml,1037,you took it all away from me. ,0.0065858629532158375,0.0065858629532158375
8218,8218,01:30:45:09,01:30:51:05,5253646087419594905.xml,1609,They must really want her  up in that Head Office to give her that sort of opportunity.,0.006578484550118446,0.006578484550118446
12268,12268,01:22:20:22,01:22:22:22,5258818087037440299.xml,1637,I know how much you  hate French food.,0.006576798390597105,0.006576798390597105
2627,2627,00:28:48:08,00:28:49:05,5248439298566680341.xml,547,"What the...?!  Get out, get...  get out.",0.006572498008608818,0.006572498008608818
9594,9594,00:50:52:20,00:50:56:05,5256228221757951173.xml,883,There's nothing wrong with wanting  something better in life.,0.006569874007254839,0.006569874007254839
22019,22019,00:51:44:23,00:51:46:01,5274434588125702436.xml,926,"So why was she shouting at you, eh? ",0.0065666488371789455,0.0065666488371789455
21657,21657,00:31:24:24,00:31:27:14,5274434588125702436.xml,564,What about Garry?  He's saving himself for the high seas.,0.006563780829310417,0.006563780829310417
12919,12919,00:04:12:11,00:04:27:20,5264050645694159353.xml,70,"you know, organising mock  exams during the holidays. What? I take my hat off to them. Mind you, they've never  had someone go to Oxford before, so they're really cheering him on. TILL DRAWER SLAMS  My change, Denise?",0.006530807353556156,0.006530807353556156
15253,15253,02:13:18:12,02:13:25:18,5264050645694159353.xml,2404,Ever asked yourself  why you like working with the vulnerable and needy?,0.006519237533211708,0.006519237533211708
12947,12947,00:05:16:03,00:05:18:05,5264050645694159353.xml,98,No.  This is a manly handshake. ,0.006517872214317322,0.006517872214317322
16154,16154,00:35:31:09,00:35:34:08,5266645664934403562.xml,723,"It's terrible, terrible.  By the way, that lock's a wonderful  idea, keep all the riff raff out.",0.006511031650006771,0.006511031650006771
3504,3504,01:10:09:04,01:10:11:01,5248439298566680341.xml,1424,The time?  Or the nerve? ,0.00650402344763279,0.00650402344763279
160,160,00:10:07:12,00:10:10:15,5245830105934359183.xml,161,Never really got into the  housekeeping thing myself.,0.00650130957365036,0.00650130957365036
11610,11610,00:49:06:12,00:49:14:17,5258818087037440299.xml,979,You jammy little...  That's two shandies you owe me. I'm good for it.  D'you wanna make it three or have you had enough punishment for one night?,0.006490522995591164,0.006490522995591164
573,573,00:32:46:21,00:32:48:13,5245830105934359183.xml,574,It's a bit short notice.  We'd need a baby sitter.,0.006485378835350275,0.006485378835350275
13921,13921,00:54:28:16,00:54:32:14,5264050645694159353.xml,1072,"so as soon as I can re-book the  tickets, we'll be off to France.",0.00647873105481267,0.00647873105481267
19698,19698,00:34:56:06,00:35:01:02,5271844722846213628.xml,668,Can you two not just  pretend to get on?,0.00647800974547863,0.00647800974547863
930,930,00:51:08:10,00:51:16:16,5245830105934359183.xml,931,"Oh, yeah right, nothing to do  with the fact that you're using him to get to Stacey...  Exactly.",0.006461641285568476,0.006461641285568476
22450,22450,01:14:00:23,01:14:03:24,5274434588125702436.xml,1357,I don't believe this.  They've even took the house phone.,0.006457201670855284,0.006457201670855284
22919,22919,01:40:16:04,01:40:18:11,5274434588125702436.xml,1826,Maybe she just fancies a change  of scene. But I'll miss her.,0.006454563699662685,0.006454563699662685
17904,17904,00:18:27:19,00:18:34:01,5269245838135402929.xml,368,"These are good.  Did you write them?  You know, I really do  think this could work. But a good professional relationship  relies on being straight from the off.",0.006444653030484915,0.006444653030484915
14375,14375,01:21:20:16,01:21:22:17,5264050645694159353.xml,1526,You pull the trigger and you show  me what a strong man you are.,0.0064434148371219635,0.0064434148371219635
16004,16004,00:28:54:24,00:28:57:09,5266645664934403562.xml,573,"Go on.  Just one thing.  You know, um, those jokes about me?",0.006435225252062082,0.006435225252062082
7014,7014,00:24:10:10,00:24:13:16,5253646087419594905.xml,405,"Hang on a minute...  Do you know what the Bible says, Dorothy?",0.006425260566174984,0.006425260566174984
14472,14472,01:27:45:18,01:28:02:07,5264050645694159353.xml,1623,"Did you see that?  Our little girl won! Mind you, Tiffany's a bit young  for a spa treatment. What's that?  What's what? What's that on your mouth?  What?  Nothing. It's lipstick. ",0.006415355019271374,0.006415355019271374
8474,8474,01:44:10:10,01:44:11:08,5253646087419594905.xml,1865,"You know how to put a bet on,  don't you? You fancy a flutter?",0.0064146071672439575,0.0064146071672439575
21304,21304,00:11:38:08,00:11:49:19,5274434588125702436.xml,211,"What you doing, you nutter?  Get it off of her!  I'm not doing it. Course you are.  Just so you can laugh at me? ",0.006411534268409014,0.006411534268409014
202,202,00:12:39:06,00:12:42:06,5245830105934359183.xml,203,and it's taken me a long time to  realise that the only way I can do that is to let you go.,0.0064070988446474075,0.0064070988446474075
10956,10956,00:14:16:18,00:14:18:06,5258818087037440299.xml,325,Campaign ideas.  We're having  elections for Class President. I was thinking about giving it a go.,0.006403287407010794,0.006403287407010794
9093,9093,00:22:00:08,00:22:03:12,5256228221757951173.xml,382,I want to go round there  and give her a piece of my mind.,0.00639895536005497,0.00639895536005497
21826,21826,00:40:30:14,00:40:35:13,5274434588125702436.xml,733,The thought of him back in there!  You could make it easier  for him in his mind.  That'd help.,0.006395469885319471,0.006395469885319471
18439,18439,00:52:33:24,00:52:35:03,5269245838135402929.xml,903,Oi.  You still want to do that cake  competition?,0.0063937450759112835,0.0063937450759112835
17876,17876,00:16:53:22,00:16:57:19,5269245838135402929.xml,340,"I've got a bottle of bubbly in  the fridge, and I think now is an appropriate time to open it.",0.0063898297958076,0.0063898297958076
8172,8172,01:28:12:07,01:28:15:14,5253646087419594905.xml,1563,"Singing round the camp fire?  Pass the parcel? Battle of the bands, actually.",0.006380546372383833,0.006380546372383833
7434,7434,00:46:12:02,00:46:17:24,5253646087419594905.xml,825,"B), OK?  My hobbies were humiliating  the girls and castrating the boys.",0.006378971040248871,0.006378971040248871
7747,7747,01:03:36:00,01:03:43:14,5253646087419594905.xml,1138,"And how do you think  that makes me feel, Dad? Callum thought this was my idea.  Thought I needed my dad to keep other blokes away from my wife.",0.006370497401803732,0.006370497401803732
10188,10188,01:26:53:16,01:26:55:10,5256228221757951173.xml,1477,"I said I was going back  to Summer tomorrow, but...",0.0063555859960615635,0.0063555859960615635
953,953,00:52:40:02,00:52:42:05,5245830105934359183.xml,954,I dunno what she sees in him. ,0.006342907436192036,0.006342907436192036
11094,11094,00:21:54:20,00:21:56:01,5258818087037440299.xml,463,Did you cook this up with HIM? ,0.0063423048704862595,0.0063423048704862595
5617,5617,01:07:23:02,01:07:25:23,5251033029316736209.xml,1301,Has he cloned you or something?  Made you into a Stepford wife.,0.006339771673083305,0.006339771673083305
21573,21573,00:27:02:23,00:27:08:07,5274434588125702436.xml,480,"Yeah, you said.  Is that why you never come to see me in hospital?",0.006323354318737984,0.006323354318737984
10294,10294,01:32:40:03,01:32:42:05,5256228221757951173.xml,1583,I've been asking for ages?  The first you heard about him was yesterday.,0.006319393403828144,0.006319393403828144
12450,12450,01:35:10:18,01:35:20:08,5258818087037440299.xml,1819,"OK, Jo Hill there,  ladies and gentlemen! The secret love child of  Jo Brand and Harry Hill.",0.006318289786577225,0.006318289786577225
