,Unnamed: 0,begin,end,filename,shot_id,transcript,topic,score,score_hf
10328,10328,01:34:29:22,01:34:43:23,5256228221757951173.xml,1617,"Who knows how long it'll be  before I can get him back here. Faster than you'd think,  I can tell you that. No, Jay, what you done?  They all red tape on me,  so I just cut through it. You can't do that. ",events,,0.5232948660850525
3298,3298,01:01:54:17,01:01:59:13,5248439298566680341.xml,1218,"If you don't want me to,  you can come back later. No, it's all right, I just didn't want to put you out.  That would be great, Stace, thanks.",events,,0.5232729315757751
11152,11152,00:25:03:22,00:25:08:00,5258818087037440299.xml,521,"No, you're more than that, I reckon. ",events,,0.5230041146278381
20044,20044,00:52:13:09,00:52:22:06,5271844722846213628.xml,1014,And so what if she's not like  every other kid in playschool? All that matters is she has a mum ,events,,0.5229212045669556
2757,2757,00:34:51:24,00:34:54:10,5248439298566680341.xml,677,How do you work that out?  You'll never get Ronnie in the photo. What's Pat gonna say about that?,events,,0.5228888392448425
22512,22512,01:17:28:17,01:17:30:12,5274434588125702436.xml,1419,I had a very interesting chat  with your alibi earlier.,events,,0.5226820707321167
402,402,00:23:17:18,00:23:18:19,5245830105934359183.xml,403,"Welcome to Fightercise, ",events,,0.5226630568504333
9795,9795,01:02:41:13,01:02:46:11,5256228221757951173.xml,1084,"And you want copies of that one.  Yeah. Right, hang on. Did you even leave your hotel room,  Rox? What for?",events,,0.5223721861839294
14407,14407,01:23:33:05,01:23:34:08,5264050645694159353.xml,1558,"But you love him?  Well, I wouldn't go that far. But you are...",events,,0.5223598480224609
1649,1649,01:29:30:03,01:29:33:05,5245830105934359183.xml,1650,"Fine, you carry on as you are, then.  What do I do?",events,,0.5222871899604797
16366,16366,00:47:23:18,00:47:24:18,5266645664934403562.xml,935,No. ,events,,0.5222544074058533
10171,10171,01:26:09:01,01:26:10:17,5256228221757951173.xml,1460,No. ,events,,0.5222544074058533
11904,11904,01:04:07:06,01:04:09:19,5258818087037440299.xml,1273,No. ,events,,0.5222544074058533
4416,4416,00:04:38:09,00:04:42:21,5251033029316736209.xml,100,No. ,events,,0.5222544074058533
7933,7933,01:14:51:23,01:14:54:07,5253646087419594905.xml,1324,No. ,events,,0.5222544074058533
1069,1069,00:58:17:22,00:58:19:19,5245830105934359183.xml,1070,No. ,events,,0.5222544074058533
22076,22076,00:55:14:24,00:55:19:06,5274434588125702436.xml,983,No. ,events,,0.5222544074058533
14131,14131,01:07:33:07,01:07:35:12,5264050645694159353.xml,1282,Pastures new.  Who can blame him? ,events,,0.5219528079032898
7937,7937,01:15:11:21,01:15:21:22,5253646087419594905.xml,1328,"I mean, nothing's...  no-one's pushing you out?  It's just, I get the feeling that  your heart's not really in this. Look, if things haven't worked  out with one person, there's plenty more fish in the sea.",events,,0.5219258069992065
21989,21989,00:49:47:22,00:49:53:23,5274434588125702436.xml,896,Why don't you just tell  me why you did it? Maybe I'd get my head round it. ,events,,0.5217733979225159
14858,14858,01:49:54:06,01:49:57:10,5264050645694159353.xml,2009,"Why can't I stay with you?  Well, what about your mum?",events,,0.5216854214668274
12615,12615,01:44:40:03,01:44:42:11,5258818087037440299.xml,1984,And I'm quite good at it. ,events,,0.5216639041900635
16457,16457,00:53:21:18,00:53:23:24,5266645664934403562.xml,1026,"Let us know when the jokes  start, won't you, Jane? I thought this was a comedy night!",events,,0.521661102771759
17567,17567,00:01:38:20,00:01:40:24,5269245838135402929.xml,31,"Why don't you give us a call when  it's more convenient? Right, yeah.",events,,0.521502673625946
10862,10862,00:10:14:16,00:10:17:13,5258818087037440299.xml,231,"Yeah, well, licence to slob. ",events,,0.5214298367500305
19703,19703,00:35:11:08,00:35:15:07,5271844722846213628.xml,673,"So how's she doing?  She's just so tiny, Ron. ",events,,0.5213020443916321
7422,7422,00:45:33:02,00:45:40:11,5253646087419594905.xml,813,The colour's come up a lot  brighter than I expected. Some women see a gay man  as the ultimate accessory.,events,,0.5210995078086853
21327,21327,00:12:38:08,00:12:42:04,5274434588125702436.xml,234,"You're a woman, ain't you?  Take her for a meal.  What about Ben? I don't know!",events,,0.5209623575210571
17116,17116,01:31:07:22,01:31:10:11,5266645664934403562.xml,1685,Why didn't you tell me? ,events,,0.5209541916847229
6187,6187,01:34:59:03,01:35:01:06,5251033029316736209.xml,1871,Why didn't you tell me? ,events,,0.5209541916847229
3756,3756,01:22:53:03,01:22:57:22,5248439298566680341.xml,1676,"That was an unfortunate side effect.  You're tied to this family,  Veronica.",events,,0.520940899848938
4018,4018,01:37:31:03,01:37:32:05,5248439298566680341.xml,1938,"If you've got nothing to hide,  there's no problem, is there?",events,,0.5208338499069214
13864,13864,00:51:13:13,00:51:15:03,5264050645694159353.xml,1015,"Denise, what have you done?  What every good parent should do for their kids. So we're playing God?",events,,0.5207065343856812
3100,3100,00:51:46:09,00:51:48:21,5248439298566680341.xml,1020,You must do what you think best.  You won't think badly of me?,events,,0.5203041434288025
10999,10999,00:16:45:05,00:16:46:10,5258818087037440299.xml,368,Got an A.  There you go!  That's top.,events,,0.5202947854995728
23032,23032,01:46:51:22,01:47:00:15,5274434588125702436.xml,1939,to be Peter's  junior election manager. What do you say? ,events,,0.5200666189193726
14818,14818,01:46:44:12,01:46:54:13,5264050645694159353.xml,1969,"And you love me too.  Do I? Yes. Come on, that's what  this is all about.",events,,0.5198988914489746
22230,22230,01:03:33:12,01:03:45:20,5274434588125702436.xml,1137,Do you know her at all?  And you better have got  her a decent present. You have got her something?  I'm working on it. Make sure you do. And make it something special. ,events,,0.5198765993118286
6971,6971,00:20:52:23,00:21:00:08,5253646087419594905.xml,362,"Come on, Whitney.  Let go.  No, please.  I love you.  I'm the same sweet little Whitney.",events,,0.5195732712745667
17980,17980,00:22:25:12,00:22:29:06,5269245838135402929.xml,444,Mum. ,events,,0.5195431709289551
10218,10218,01:28:34:20,01:28:36:13,5256228221757951173.xml,1507,"No, please.  You know, that's not such a bad idea.",events,,0.5194759964942932
21477,21477,00:22:45:09,00:22:49:06,5274434588125702436.xml,384,"If you need anything,  you got my number.",events,,0.5193894505500793
19719,19719,00:36:00:06,00:36:05:12,5271844722846213628.xml,689,"Blaming everybody else but himself.  Now if you'll excuse me, my granddaughter's waiting.",events,,0.5193268060684204
7485,7485,00:49:36:24,00:49:38:13,5253646087419594905.xml,876,Not in so many words.  Maybe you  should before its too late.,events,,0.5191488862037659
19340,19340,00:16:28:19,00:16:32:03,5271844722846213628.xml,310,I realised it was my job  to take care of you.,events,,0.5191347002983093
15228,15228,02:11:47:13,02:11:50:09,5264050645694159353.xml,2379,"You don't even know her!  I know you, though.  I know how you operate.",events,,0.5189879536628723
11191,11191,00:27:14:10,00:27:16:01,5258818087037440299.xml,560,I don't want a ruck.  Me neither.,events,,0.518846869468689
14593,14593,01:34:00:00,01:34:03:12,5264050645694159353.xml,1744,From who?  From what?  The police?  Yeah. ,events,,0.5187587141990662
6935,6935,00:18:45:09,00:18:49:05,5253646087419594905.xml,326,So you can throw your weight around ,events,,0.5186639428138733
1523,1523,01:21:48:20,01:21:50:07,5245830105934359183.xml,1524,"No.  Later.  Oh, come on. It's not that important, is it?",events,,0.5185578465461731
22601,22601,01:23:25:06,01:23:32:18,5274434588125702436.xml,1508,What have I told you  about dressing like that? I just wanted to look good for you  when we were out together.,events,,0.5185104608535767
10906,10906,00:12:01:15,00:12:02:06,5258818087037440299.xml,275,"Oh, so I'm not allowed to be happy?  It's not a hanging offence to have a secret passion.",events,,0.5183786749839783
17419,17419,01:48:05:05,01:48:18:20,5266645664934403562.xml,1988,"Listen to me.  I'm glad I found out.  Honestly, I mean it.  I mean the truth hurts but,  it's lies that destroy people.",events,,0.5180822014808655
21542,21542,00:25:19:21,00:25:22:22,5274434588125702436.xml,449,You couldn't peel me some spuds?  Course.,events,,0.5180379748344421
22538,22538,01:19:01:22,01:19:03:12,5274434588125702436.xml,1445,Are you OK?  Do I look OK?,events,,0.5179499387741089
7465,7465,00:47:56:10,00:47:57:16,5253646087419594905.xml,856,"Ah, ah, ah!  Nails! ",events,,0.5179400444030762
17950,17950,00:20:52:21,00:20:56:03,5269245838135402929.xml,414,to make enough to send me to uni. ,events,,0.5178988575935364
182,182,00:11:17:04,00:11:19:04,5245830105934359183.xml,183,You're wearing that one?  Yeah.  What?,events,,0.5178338289260864
16855,16855,01:16:55:12,01:16:56:19,5266645664934403562.xml,1424,Maybe moving a bit further afield  wouldn't be a bad idea.,events,,0.5177462697029114
5132,5132,00:40:21:06,00:40:35:24,5251033029316736209.xml,816,I wanna help. ,events,,0.5177450180053711
1984,1984,01:48:30:16,01:48:32:07,5245830105934359183.xml,1985,"Oh, mmm, well if you put it  like that.  I'll see you upstairs.",events,,0.5176780819892883
13762,13762,00:45:13:19,00:45:21:17,5264050645694159353.xml,913,"Kids all right?  Yeah, ordering a takeaway pizza. Not much of a homecoming meal,  I know.",events,,0.5175195336341858
5090,5090,00:38:28:09,00:38:30:17,5251033029316736209.xml,774,Me. ,events,,0.517505943775177
13117,13117,00:12:28:22,00:12:30:04,5264050645694159353.xml,268,"Your change?!  £3.71 to be exact, please.",events,,0.5174939632415771
10724,10724,00:03:45:16,00:03:57:00,5258818087037440299.xml,93,"What?  Don't tell me, you want  a reference? No, er, it's just... I'm leaving.  And? Yeah?  Oh, Rox, what's up? ",events,,0.5174907445907593
22776,22776,01:32:15:04,01:32:20:04,5274434588125702436.xml,1683,Yeah.  Looks that way.  What's it to you? ,events,,0.5173460841178894
22085,22085,00:55:34:23,00:55:37:14,5274434588125702436.xml,992,I know you didn't do it.  I got proof. What proof?,events,,0.5172544121742249
1124,1124,01:01:18:15,01:01:19:02,5245830105934359183.xml,1125,D'you mind?  I have better things  to do. There I was thinking you couldn't help yourself.,events,,0.5171914100646973
9085,9085,00:21:35:19,00:21:41:04,5256228221757951173.xml,374,Me?  Nervous?  I had that part  of my personality removed at 13.,events,,0.5169646143913269
13191,13191,00:16:19:22,00:16:27:20,5264050645694159353.xml,342,BANG!  What was that? Will you stop worrying! You're worse than my mum.  It was probably just a firework.  What else is it gonna be?,events,,0.516890287399292
14036,14036,01:01:52:01,01:01:58:07,5264050645694159353.xml,1187,What you gonna do?  I'm gonna keep Mum happy. Just text me when you're ready. ,events,,0.5168611407279968
12660,12660,01:47:24:11,01:47:27:03,5258818087037440299.xml,2029,"Ian, Ian,  where's all this coming from?",events,,0.5167655348777771
8776,8776,00:04:05:01,00:04:08:14,5256228221757951173.xml,65,Thanks.  So why are you having breakfast in here?,events,,0.51667720079422
12225,12225,01:19:47:00,01:19:52:07,5258818087037440299.xml,1594,"Thought you wanted me to go and  check... We don't always get what we want in life, do we?",events,,0.516634464263916
20466,20466,01:15:06:03,01:15:10:22,5271844722846213628.xml,1436,What?! ,events,,0.516590416431427
11416,11416,00:38:15:12,00:38:21:03,5258818087037440299.xml,785,"and you can't be  too careful these days. No, you can't. ",events,,0.5165892243385315
12978,12978,00:06:30:14,00:06:32:19,5264050645694159353.xml,129,They've come in  during their holidays.,events,,0.5165783762931824
15930,15930,00:25:32:02,00:25:38:17,5266645664934403562.xml,499,"Right, I'm gonna  pop to the shop, get a few bits. You know, stuff for the kids' tea.",events,,0.5162283182144165
20007,20007,00:50:36:14,00:50:38:02,5271844722846213628.xml,977,"You didn't think it through,  did you?  You never do.",events,,0.5161064267158508
4683,4683,00:18:52:13,00:18:55:24,5251033029316736209.xml,367,I spoke to some agents who  specialise in French properties.,events,,0.5159968733787537
6781,6781,00:10:14:10,00:10:17:00,5253646087419594905.xml,172,"Just five minutes, all right? ",events,,0.5159680843353271
4607,4607,00:14:57:07,00:14:58:15,5251033029316736209.xml,291,"Be nice for you kids an' all,  then he'd be like your proper dad. All legal and that.",events,,0.5159652233123779
6068,6068,01:29:49:07,01:29:52:10,5251033029316736209.xml,1752,Suzy!  Did you get my text...? ,events,,0.5159422755241394
12531,12531,01:40:49:04,01:40:50:09,5258818087037440299.xml,1900,"What's this, Tan?  Eh?",events,,0.5157252550125122
7160,7160,00:32:09:11,00:32:11:16,5253646087419594905.xml,551,This and that.  Depends what you're after.,events,,0.5157031416893005
4730,4730,00:21:10:24,00:21:17:04,5251033029316736209.xml,414,"At least think about it.  Please.  I'm old-fashioned, Bi.  If I'm gonna propose,  it'll be the proper way.",events,,0.5156557559967041
4391,4391,00:03:31:12,00:03:33:13,5251033029316736209.xml,75,I bought this yesterday -  what do you think?,events,,0.5154415965080261
5763,5763,01:14:44:05,01:14:45:12,5251033029316736209.xml,1447,What?  Come on.,events,,0.5150759816169739
14555,14555,01:31:53:07,01:31:55:00,5264050645694159353.xml,1706,"I just cut myself when I was packing.  Where?  Show me. It's nothing. Show me. It's nothing, leave it.",events,,0.514545738697052
2832,2832,00:39:20:23,00:39:27:04,5248439298566680341.xml,752,"I can't, OK?  I told you,  I just can't. You keep saying that, but you don't give a reason.",events,,0.514350950717926
7741,7741,01:03:08:19,01:03:14:20,5253646087419594905.xml,1132,"My dad playing Wyatt Earp  with his cheque book. You give him this, he gets out  of town? It's just business, Bradley.  All right?",events,,0.5142941474914551
10283,10283,01:31:58:23,01:32:01:22,5256228221757951173.xml,1572,"Then can I live with you.  Nothing's set in stone, mate.",events,,0.5142316222190857
6438,6438,01:48:28:19,01:48:30:04,5251033029316736209.xml,2122,"He's like the son I never had.  Well, if you need rescuing...",events,,0.5139434337615967
17408,17408,01:47:02:12,01:47:05:16,5266645664934403562.xml,1977,Just as long as I  toe the Mitchell line?,events,,0.5138412714004517
2248,2248,00:09:19:21,00:09:21:15,5248439298566680341.xml,168,"Can we take this seriously, please? ",events,,0.5138068795204163
15194,15194,02:09:21:21,02:09:25:12,5264050645694159353.xml,2345,"but you've got a gift, Lib.  What about us? I think we'll survive.  Look, I mean  I'm not looking for anyone else.",events,,0.5137695670127869
16127,16127,00:34:14:22,00:34:20:14,5266645664934403562.xml,696,"No.  I'm doing new material.  Yeah, if you want to hear it, get  yourself over to the Vic tonight.",events,,0.5135748386383057
3654,3654,01:17:49:04,01:17:50:16,5248439298566680341.xml,1574,and I'm so happy to call  each and every one of you my family.,events,,0.5135445594787598
1526,1526,01:21:54:09,01:22:06:06,5245830105934359183.xml,1527,"Don't tell me.  Too bad.  Here you are, I got you a drink.  No, thanks.  Oh, come on. It's just one of those things.",events,,0.5134362578392029
11455,11455,00:40:44:22,00:40:49:22,5258818087037440299.xml,824,"No, I don't wanna get you involved.  Involved in what? Look, what's the matter? ",events,,0.5134294629096985
16447,16447,00:52:42:19,00:52:44:21,5266645664934403562.xml,1016,That performing was for losers.  So here I am.,events,,0.5133700370788574
